,QQQ_Alpha_2,DBC_Alpha_15,DBC_Alpha_16,USO_Alpha_15,GLD_Alpha_4,DBC_Alpha_17,DBC_Alpha_13,USO_Alpha_17,DBC_Alpha_14,QQQ_Alpha_5,USO_Alpha_16,SPY_Alpha_6,EEM_Alpha_7,QQQ_Alpha_4,GLD_Alpha_3,TLT_Alpha_7,TLT_Alpha_4,GLD_Alpha_15,GLD_Alpha_16,DBC_Alpha_1,USO_Alpha_12,USO_Alpha_14,TLT_Alpha_6,GLD_Alpha_5,IWM_Alpha_7,TLT_Alpha_8,USO_Alpha_2,SPY_Alpha_2,SPY_Alpha_4,QQQ_Alpha_6,GLD_Alpha_14,DBC_Alpha_12,VNQ_Alpha_10,VNQ_Alpha_9,TLT_Alpha_3,QQQ_Alpha_7,VNQ_Alpha_11,GLD_Alpha_17,USO_Alpha_13,TLT_Alpha_2,EEM_Alpha_8,SPY_Alpha_3,GLD_Alpha_13,DBC_Alpha_4,EEM_Alpha_6,EEM_Alpha_9,SPY_Alpha_5,DBC_Alpha_3,EFA_Alpha_9,TLT_Alpha_9,TLT_Alpha_11,EFA_Alpha_6,QQQ_Alpha_3,DBC_Alpha_5,GLD_Alpha_0,USO_Alpha_5,IWM_Alpha_8,TLT_Alpha_17,QQQ_Alpha_17,IWM_Alpha_6,SPY_Alpha_1,IWM_Alpha_16,IWM_Alpha_15,GLD_Alpha_12,IWM_Alpha_9,GLD_Alpha_8,TLT_Alpha_5,VNQ_Alpha_12,GLD_Alpha_1,DBC_Alpha_2,VNQ_Alpha_13,VNQ_Alpha_7,DBC_Alpha_0,SPY_Alpha_16,EEM_Alpha_11,VNQ_Alpha_14,EFA_Alpha_8,EFA_Alpha_0,EFA_Alpha_10,SPY_Alpha_8,IWM_Alpha_10,IWM_Alpha_13,SPY_Alpha_15,IWM_Alpha_14,QQQ_Alpha_14,USO_Alpha_0,VNQ_Alpha_17,SPY_Alpha_14,IWM_Alpha_17,SPY_Alpha_9,SPY_Alpha_17,EEM_Alpha_17,SPY_Alpha_7,QQQ_Alpha_16,EEM_Alpha_5,IWM_Alpha_1,GLD_Alpha_6,USO_Alpha_3,EFA_Alpha_11,USO_Alpha_1
EFA_Alpha_6,-0.18549084353766257,-0.15632810200342143,-0.14324797968362676,-0.1551181127053791,0.0282291322941105,-0.13583689401814858,-0.1746701483790117,-0.14924518091611508,-0.16460440708274454,0.04433965893807196,-0.14664071145726634,0.6389212039803809,0.49041748127921686,-0.010075749264374295,0.006951304432909973,0.1491663489007928,-0.030155594634952515,-0.08467381783060508,-0.078140126393992,-0.09936761879863609,-0.17573192551073238,-0.16157574702118702,0.19805725653896494,0.04796350382022604,0.4380383809354086,0.10444480610119997,-0.09831398454188939,-0.2495330043736207,-0.15171212818357596,0.47545323487774105,-0.0804959927012511,-0.19315956002047482,0.14429173551153227,0.17830783118822416,-0.04384910361662861,0.3772657455157833,0.12774954169700897,-0.06716448896650935,-0.16072240486294642,-0.06300486769892603,0.3395400939928297,-0.17624532793863995,-0.08517961037190837,-0.007905725195346868,0.6016455379879528,0.2856832214035086,-0.052668739299989914,-0.05446750473945244,0.333749184741973,0.06252657087780422,0.04037960621447358,1.0,-0.09721262524524021,-0.030101632436550535,-0.09298315958299568,-0.074366160218221,0.29031191426860875,-0.15833966165007,-0.15248346542700175,0.568529939001437,-0.2988293838978808,-0.3167641509675043,-0.3358320044010206,-0.10589668729967984,0.19938309096840995,0.03733210922886189,-0.049076782145975724,-0.37107126588924766,-0.05088596558447433,-0.09308673182171999,-0.3420197901865228,0.3546424810205661,-0.19679759718906642,-0.303528717370571,0.16587869330232313,-0.31699510266909775,0.45311697520157734,-0.6955191677373094,0.22348068252123238,0.33190471344674444,0.16210791253237428,-0.4045512004466987,-0.3354346676867705,-0.3844062149798632,-0.2992474102235221,-0.1917288118141581,-0.24712441296517385,-0.39408412628113587,-0.2788388011582768,0.24648427198049,-0.24679349494118596,-0.28937710384437426,0.4999720157940977,-0.20789960529246174,-0.1068403962280935,-0.2650063381440201,0.0859398592604633,-0.09340669199750191,0.17345654939812127,-0.10930575603386603
QQQ_Alpha_3,0.4912086346862142,0.11836803876643341,0.11636841873198062,0.09497812171292624,0.017854630896670713,0.10412466832974386,0.0679628497258935,0.11101120698248894,0.08378510894350287,0.3058846367077336,0.11489215827417487,-0.1812319668551387,-0.1499716712087413,0.529857226055437,0.02452146082338465,0.013785362405231358,0.04713542728542859,0.05035373280061897,0.045374474180796064,0.08190638027340987,0.041557063507985034,0.05496252137462575,0.02970170454994254,0.03591625120213121,-0.167516491247919,-0.021148499071446857,0.09626198533770437,0.45420627804659075,0.5150731816440736,-0.19704930903256462,0.039273595417808865,0.045468409825415876,-0.3254573101512167,-0.3289881597911464,0.06677352096433994,-0.2856107881634204,-0.2945526994285069,0.05138028901995488,0.06697417895821456,0.08250173483986505,-0.19953743956207934,0.7811664596862216,0.025164117650741065,0.12003457053237802,-0.10898027177447273,-0.30232017501151887,0.3907306010666046,0.15466764364743132,-0.3722234725961378,-0.06733772542555005,-0.03982759533227487,-0.09721262524524021,1.0,0.06261782881847042,0.024088645596332198,0.09045254034575605,-0.28848606270960153,0.05974179053627745,0.31547962240433813,-0.10779157051506731,0.3106581107499319,0.3339610798788194,0.3208013183529355,0.019213495251383383,-0.4726433195937133,-0.0430921602278335,0.05578971258167102,0.13371598491530481,0.06303068537873362,0.0947853751417409,0.15660881385559441,-0.18519864902305186,0.06015041419846688,0.36706208402899604,-0.34538864459075336,0.1851070717804257,-0.21920935852981394,0.11901528122220122,-0.4087538256755028,-0.4020625288568088,-0.506341892760636,0.18407045717762535,0.3869724125099614,0.23498872365841503,0.34404858437735736,0.0817229686382671,0.22496666824534808,0.30748239443713377,0.29257113903613846,-0.6318313066298648,0.31701162835413316,0.23909808797073673,-0.2468317570325636,0.37462392913725123,0.29119130496035023,0.20854230170590965,-0.04015365855120105,0.15428537829145242,-0.39119238201540907,0.10949424798160302
DBC_Alpha_5,0.038109756591803275,0.30376246993884237,0.3377931910703256,0.28640442371888697,0.05499096774211379,0.35321875844009026,0.16428850314221613,0.2719241662093572,0.2245492769743952,-0.05789038065972503,0.2910320899894083,-0.06751143483634901,-0.028103943411895222,-0.034342149221953104,0.066526686126616,0.004898797753192941,0.039345926880537424,0.026656850423489285,0.03693568048097632,0.2001607627828089,0.16207696104352404,0.24306432860042482,0.0011530604075462249,0.08205033730887447,-0.011897315589841497,-0.030648303212884774,0.27976829685290544,0.06270471600215778,0.061630492752565866,-0.04141030889476191,0.03338382839904162,0.1363387954705209,-0.06797419429680569,-0.04709592565903749,0.06138150981526622,-0.050423268303546875,-0.11011921164833093,0.04956103805672139,0.2087777778882435,0.03310240633347275,-0.04734779092719122,0.0751542549966396,0.03427329159267389,0.5911127112129024,-0.03579541846280628,-0.06974150310512335,0.01380170303094463,0.4682760684510661,-0.05077751858337659,-0.05905135672732703,-0.05571060189624686,-0.030101632436550535,0.06261782881847042,1.0,0.014668162933802936,0.6129614739887431,-0.016693289810514298,0.05351324716836678,-0.00025327573035242954,-0.06282145771953057,0.05034996678601429,0.0694594242731116,0.07248332822792625,0.0163626569589461,-0.04093825251050137,-0.0250312084181557,0.08823912985625317,0.02957288432850795,0.0406418429321333,0.27419210931756904,0.025529003185996057,-0.06388834496369714,0.14951031899724873,0.042467372971602704,-0.08797602667421549,0.018460781623820973,-0.04387982049448552,0.04015846556874816,-0.05445732011141858,-0.06252074989241234,-0.06347109670766289,0.05588026111683344,0.043760427868731015,0.05031185784377307,0.007942212303189833,0.1756471380572448,0.023914675222699317,0.029764641355918893,0.06187361385279962,-0.0647121024762734,0.008574126892368559,0.011459554059116786,-0.052067568866198566,0.02083698100465501,0.10242518118057717,0.004606582293339117,-0.028693832013258314,0.40644584138668605,-0.06796739578720846,0.2233977638960604
GLD_Alpha_0,0.02922703653788982,0.12476150569907815,0.12629745953865343,0.024485217172294748,0.22294977844819316,0.08810703576505036,0.15221178211995576,0.012998252553466505,0.14036523518010952,-0.015620089121303478,0.010681507946474525,-0.075191809199152,-0.08522898772297595,0.02060336883913609,0.2807130464936087,-0.06827078631583211,-0.005938578091011951,0.455671829792584,0.41455528784788437,0.1131128474573572,0.05802519173880245,0.044735769319972925,-0.04019398725318228,0.1725620744481583,-0.052331658728646306,-0.05225887306488105,0.02546405943557054,0.03672515934850067,0.03491750973380341,-0.05710785750264727,0.5454903292098543,0.14833980006070346,-0.019947925462087963,-0.03292124002136237,0.014502673459180547,-0.05808458194299956,-0.006890487396150035,0.3832598964796037,0.047193160645047194,0.03666706346903215,-0.06427523630181664,0.027832794068851675,0.6134514204889576,0.052635374312384985,-0.10128403000210726,-0.09059885668343252,0.011610262808148147,0.06616912946492208,-0.08054564270489305,-0.03872526964793019,-0.005621417565940884,-0.09298315958299568,0.024088645596332198,0.014668162933802936,1.0,0.01644790176254675,-0.01588270766768198,0.05364098891059412,0.033817905332863475,-0.05208816381471934,-0.004721848603099646,0.041326738278174756,0.03588129606253875,0.7079607351337444,-0.02477491972788844,-0.5833663352875548,0.0131842613227377,0.040785639215443495,0.511421187143772,0.08201020892753644,0.033774252437685164,-0.04926715725480023,0.1640302459143225,-0.010649220178716409,-0.04266989736709449,0.021533880626321028,-0.07359574768123059,0.1077699713119514,-0.059039204080182726,-0.021976578756909847,-0.040578593142934015,0.048885968574797906,-0.0049475886332961535,0.044471355548223054,0.052513086750006044,0.06317074625935613,-0.017361701843652225,0.01222563118202679,0.021662924730553586,-0.035689227071641114,-0.021397301327104552,0.037774907397244276,-0.059107040973261034,0.0033160374028333764,0.04711794193817254,0.021026766097343334,-0.6631061098927981,0.03904297313770122,-0.038144297763072176,0.03323767356657521
USO_Alpha_5,0.06973525856556857,0.26533684529429086,0.29502747731292384,0.41244209415298094,0.004082597626240972,0.3206908519305045,0.18103472584694216,0.4300566201664946,0.2111109112592457,-0.10890099911259035,0.43435751057150296,-0.1008952551413813,-0.058692633183940954,-0.02648102929406901,0.038674918532506555,-0.043146234041189266,0.09974473300453784,0.018506812092552272,0.030747151109121986,0.21758249323569404,0.2205644985019492,0.3704917416053203,-0.032793216593965197,0.03763230462663909,-0.0757180546676099,-0.06873052841577627,0.4653785646379898,0.09821909666689237,0.07137063583529739,-0.06898882280045925,0.022868152896540234,0.15109539226337307,-0.09817615279461647,-0.10257855131671187,0.09179060040082726,-0.0689354309683188,-0.11956357161625289,0.03893310040507248,0.3190476989595061,0.07975021690396035,-0.07636828922092616,0.10915901269369453,0.02228360155628936,0.44105783654145814,-0.050196696475639166,-0.10279615004393598,-0.016149256736687007,0.3921841836004067,-0.0952251948171513,-0.09670676514806668,-0.10368622186391568,-0.074366160218221,0.09045254034575605,0.6129614739887431,0.01644790176254675,1.0,-0.07572216189514228,0.137273925682948,0.015525669626313052,-0.09841571931372566,0.10057668727475887,0.1232796965219469,0.12031910698855945,0.00955042872666059,-0.06691222960940897,-0.02679741035800868,0.13965543399654937,0.06442308689054188,0.026455293847079134,0.23455296980254198,0.06965046633046634,-0.10273083961566842,0.1587905520490492,0.08598249213729568,-0.1143993682707815,0.07228557983618322,-0.10188121082772243,0.07190888894924341,-0.09088953042772681,-0.09092839359024295,-0.0862625452950807,0.09654386921723516,0.09100520435273309,0.08908191649416958,0.04070011162339124,0.2519824316923015,0.032314032348559014,0.06545467318929836,0.07330941531064994,-0.11169376910591518,0.03391016966531214,0.05122534114819652,-0.08801495394698566,0.037359018269300735,0.07102401073956459,0.07106604901329494,-0.02838094230660667,0.5891623736644748,-0.10180524044491884,0.35473200820758477
IWM_Alpha_8,-0.4592457933758894,-0.15065297311233572,-0.12715672262324124,-0.11717518075549672,0.033270698093895566,-0.12568237106262056,-0.13068787615785707,-0.11167262520258378,-0.1467491366406214,0.005573066311857205,-0.10986609163635395,0.4068895274017133,0.37328732416977106,-0.11065311860978908,0.009420211602422573,0.11188749685947876,-0.09140145146883266,-0.025441046031285552,-0.02555765590507158,-0.14689991161720856,-0.0889842052697407,-0.1101338348156629,0.07996562247682099,0.03380458192671913,0.679034819310398,0.13742223786329552,-0.1694915370599227,-0.5682709725882238,-0.19907609016133143,0.30484210380216537,-0.0220017477121817,-0.11556818807589928,0.30573183247156055,0.3655556273493467,-0.11599326763046809,0.42212043294282037,0.23699926298199428,-0.027750428486128735,-0.10702954076213676,-0.1669340349804653,0.4706727373900761,-0.3666115054245722,-0.015999147306877192,-0.05801911441547081,0.2883849357361306,0.3965871564069786,-0.11628182861853205,-0.11065463351014057,0.452170715070902,0.14157131578275645,0.08526109421794982,0.29031191426860875,-0.28848606270960153,-0.016693289810514298,-0.01588270766768198,-0.07572216189514228,1.0,-0.13662750695375583,-0.17717547407610906,0.4789835403992866,-0.5983808598554601,-0.38611803988291377,-0.428745815561028,-0.016044878725805255,0.6482712682299624,0.014136293732771532,-0.05217241149134496,-0.3317415640308629,-0.05942220486170784,-0.17067748349932618,-0.36236759394308826,0.43394421922518034,-0.15368612474707743,-0.300561610271401,0.24598778529935228,-0.3589236794326796,0.5303323075971905,-0.3679340757592205,0.34672541403900736,0.6723701968154719,0.4654438075270188,-0.5727202535644879,-0.3406908027484045,-0.5092015163474755,-0.33668568743972593,-0.1571061382699106,-0.23181983474277898,-0.4060608237263362,-0.3300367795432663,0.5448669262878293,-0.2563713355463701,-0.23093245768636528,0.5277771067156962,-0.2220016638352732,-0.18458531796340316,-0.7745670654675839,0.02139016039666567,-0.14887184622000957,0.25077499267597486,-0.16242346450395417
TLT_Alpha_17,0.10348051551395843,0.08362690521655262,0.09563506745177376,0.12109040825879482,0.04095912028989803,0.12832666304115628,0.09435813483713261,0.13324597473276514,0.09705980969245087,-0.10003172271655285,0.1253882748407263,-0.16631829862140285,-0.1422418958169642,-0.05525889305530628,0.03550698803311955,-0.32693326517274607,0.33019426786409833,0.07168300862502303,0.07466467824057352,0.10482417077757443,0.11811795575217555,0.14124692035387834,-0.32661553418361583,0.025112862772755637,-0.13638864343711515,-0.32706083770064676,0.12705832178104734,0.11594088494138406,0.03237217552781853,-0.1510613290148143,0.047069574555591825,0.09122436944614949,-0.10331533917896452,-0.12364334866331833,0.3277878658328832,-0.13490601080160294,-0.06823531768612978,0.08353791463759525,0.13123341016258497,0.32709742171579304,-0.14238185788321617,0.11017529087368622,0.0404115547366182,0.07570951352939032,-0.14209641159528877,-0.14485675351240318,-0.022631428240055183,0.0861627112892669,-0.18137332970450168,-0.3277261409996924,-0.33516421820840203,-0.15833966165007,0.05974179053627745,0.05351324716836678,0.05364098891059412,0.137273925682948,-0.13662750695375583,1.0,-0.0031175543868348565,-0.14543699199485224,0.14000243857441058,0.07553629535156005,0.08416243894585658,0.04672161057103718,-0.13478951336162517,-0.046701994983497336,0.33519310958897197,0.08240105116387553,0.04508234990097581,0.08473822711613602,0.08045673550952803,-0.10337945382439598,0.10583669304877662,0.07426097559056985,-0.126654883271723,0.09472514837349047,-0.17372851566793893,0.1328905733090295,-0.1604557789339778,-0.14277253348410873,-0.10542055590614517,0.11784128735726584,0.08215142381389562,0.10899809569643432,0.06898792873018447,0.12504066553655052,0.024317082897795456,0.09795444750983702,0.05361070831398747,-0.14290627096393463,0.030944881244747143,0.11324485851031126,-0.1570182504334254,-0.002691668881029803,0.0707009471230603,0.11817666013909676,-0.05502296384300427,0.11705752191557148,-0.14894836368328107,0.12293287699355342
QQQ_Alpha_17,0.31499542715623524,0.149539692404976,0.14457892981879822,0.10652507728627483,0.012926705756897363,0.07896025452170084,0.10981597107440028,0.115896937960218,0.12194133185727296,0.3221789893302222,0.11248565389891932,-0.25569713830579555,-0.1497156356158528,0.31825458898802655,-0.004766847921725547,0.017184898201604727,-0.027279878857198094,0.017954793702158002,0.020878494569297048,0.06308401077363095,0.06006542069073795,0.0830363151346567,0.017963616628338255,0.0020794246507496793,-0.17571869001877347,-0.0070956282673548515,0.05487462327285568,0.2790915649236512,0.240693067552538,-0.3142671910746318,0.013310276036032747,0.08792361357876456,-0.15184657380953798,-0.1365832690631288,-0.005635195018617962,-0.3143745792596655,-0.11449226388185518,0.023215577749143287,0.07303526968906249,0.007465319405537144,-0.15374878882550094,0.278083485866435,0.017265044303863785,0.036621377243519056,-0.15193342913578592,-0.18164248064338645,0.2709326955630481,0.06309225890460926,-0.21216643925833092,0.002251023977631178,0.010798049707125753,-0.15248346542700175,0.31547962240433813,-0.00025327573035242954,0.033817905332863475,0.015525669626313052,-0.17717547407610906,-0.0031175543868348565,1.0,-0.13279709181735408,0.2609325010609662,0.30599048165327664,0.27883839722627973,0.015911938401375853,-0.20137588652272545,-0.041093779819002446,-0.0011608618734416526,0.14759058424691784,0.04773017686245659,0.06768768164339159,0.16647435572016525,-0.1415951145133939,0.05376774756848245,0.5094307227738034,-0.1884727638019153,0.19042991123365505,-0.18385299366462232,0.18500512028711522,-0.219715883291602,-0.2831246725156803,-0.19949489155535763,0.20325764879092328,0.4664110367344783,0.2404405018523026,0.615156662584647,0.06583732245135938,0.22494210754317062,0.4089698220475124,0.3299755743136411,-0.2833559354153942,0.5615660025036376,0.2576180266688476,-0.2737575892707664,0.842330860706539,0.17311136179870912,0.1492982851955905,-0.018554479919697338,0.03773912855229949,-0.21791067927177368,0.05435868561940264
IWM_Alpha_6,-0.19275765367574102,-0.12024700260337634,-0.12824076353863134,-0.1329617494719501,0.03998709123781816,-0.12771713243836716,-0.12828140583524106,-0.13404091851000474,-0.13633631447823819,0.05281387634607774,-0.13107956670010407,0.6841911650578849,0.3964932021823714,0.007922205940987654,0.026081247115309313,0.11925379154266581,-0.06556349570696558,-0.02598509153990127,-0.027403614964350072,-0.0888320399800558,-0.1390378541812525,-0.14388709566515234,0.16979742044211638,0.041850323460111166,0.6887273675810036,0.09380574313912705,-0.10482393498880174,-0.2547443113227862,-0.09748535512550728,0.5199752122188502,-0.030816350883906805,-0.1532877133388927,0.1817297804268782,0.21733772820911393,-0.07797151813693795,0.43434485764086805,0.15334888070826122,-0.029504959011140038,-0.13320774044315176,-0.074426226158405,0.2829722789688401,-0.17051438621625403,-0.03254579053424622,-0.055904915595724504,0.46031337697347835,0.22810376732704551,-0.04788839213389677,-0.057390395318287164,0.2312550487622202,0.08974699102789581,0.05789493433581635,0.568529939001437,-0.10779157051506731,-0.06282145771953057,-0.05208816381471934,-0.09841571931372566,0.4789835403992866,-0.14543699199485224,-0.13279709181735408,1.0,-0.32471572987965386,-0.3855516847371029,-0.42811617397715046,-0.04086148261551281,0.31034371986841364,0.0007050643572193653,-0.06049651633977657,-0.4441756020289158,-0.0338752546331099,-0.09740252020099516,-0.4029602214537534,0.41379144238649257,-0.1692705407806498,-0.28696700631090694,0.1296196198766793,-0.36308641516261586,0.31992326776652796,-0.46373165590486326,0.18528699338342802,0.3930280202486146,0.22565408233929055,-0.5943255817795943,-0.32589615926142723,-0.5084488062048501,-0.30077686592606634,-0.17794666449388152,-0.22455458718757698,-0.39609254622772416,-0.32952296232059475,0.26247881061005907,-0.24049177487931112,-0.23254126260382293,0.5475173789387595,-0.1864074220017262,-0.09098099905445317,-0.41672232067792514,0.044924721412609614,-0.11347063616075277,0.14429246726848893,-0.11276272057562084
SPY_Alpha_1,0.529724214623219,0.18149847180903073,0.16259089969666235,0.1318816079092236,-0.01863896810571182,0.14946713307229748,0.1483482029135777,0.13489887426120736,0.16359854538037819,0.00514796618965407,0.13175405345565994,-0.4179922458850745,-0.4062835158254793,0.1007039876311468,-0.010223644056993629,-0.08457680890575571,0.0894738728449961,0.01799734318145636,0.01911958513019663,0.18696329793043318,0.08193524149536287,0.12255057815977168,-0.06403306537058097,-0.011580805880622899,-0.49854704886047846,-0.1269426366765702,0.16510050207837473,0.6031930373596308,0.1785070343501499,-0.3646719454600133,0.013014901412089764,0.11816155480287717,-0.23529352302938034,-0.29200749731111747,0.09772769629918839,-0.5536169513409573,-0.20084063954913056,0.009467040318738422,0.12382088069206616,0.1673362020670522,-0.47827762452520745,0.36349928707661355,-0.007843023629437652,0.05029344095552931,-0.28267477735276053,-0.4020478757914508,0.07475195760949803,0.11825781636856005,-0.44351853338916075,-0.12002332102737326,-0.0810609519489854,-0.2988293838978808,0.3106581107499319,0.05034996678601429,-0.004721848603099646,0.10057668727475887,-0.5983808598554601,0.14000243857441058,0.2609325010609662,-0.32471572987965386,1.0,0.3701366427411211,0.39790675035461853,-0.008222745251351596,-0.4651600227789969,-0.023972883921705775,0.07742117797027584,0.2749288383901007,0.06750964763872586,0.1405011083028222,0.3486281853385508,-0.4043306916536223,0.13813294458964653,0.4036422920737186,-0.2231126927184754,0.3347704818332398,-0.5661922501978519,0.39913087554166843,-0.30380670494661044,-0.7749225675409098,-0.32501454412850794,0.46407358459346376,0.44447729933907193,0.4423990908159683,0.44862478644671777,0.13663420750712396,0.2773964581642371,0.5107016697705983,0.31621225478878257,-0.559582593027377,0.3474940299476481,0.29037600217103654,-0.6380259345304524,0.32752588429189183,0.1396091140387186,0.6763744508125876,0.010149283331910272,0.1490702595143746,-0.20905357072160502,0.18041952153590465
IWM_Alpha_16,0.3399669662776253,0.19710546830313264,0.20249130094462664,0.1878293926474963,-0.008775993978471425,0.16696034866517162,0.14436316989393969,0.20900459098053337,0.1647814463673,0.054431083034092616,0.20240560956531214,-0.37875827646679433,-0.26283507411070767,0.17511806705246932,-0.007060610866343161,-0.06965399864280501,0.0726718769156178,0.0401014764582953,0.04331704299531561,0.11887263763095118,0.12058379440418808,0.15388392481748298,-0.08190392358349968,-0.014537688795893323,-0.3857438593857606,-0.09164443597930791,0.12311781929019401,0.38930466425488136,0.30064234782473936,-0.3182110574895071,0.03615795170802051,0.12494921712447445,-0.31402934504880425,-0.28674912062607355,0.08165784404995605,-0.3264337946779305,-0.30572683021694863,0.05477776192074326,0.1444327781226223,0.09431970308254335,-0.2639952164068462,0.38978158690054454,0.01362423603332551,0.08479974493033207,-0.2625817178170916,-0.25829178590468305,0.20473417805446242,0.12027162243399482,-0.33074368300958074,-0.08997901900534175,-0.07967570901971904,-0.3167641509675043,0.3339610798788194,0.0694594242731116,0.041326738278174756,0.1232796965219469,-0.38611803988291377,0.07553629535156005,0.30599048165327664,-0.3855516847371029,0.3701366427411211,1.0,0.9005712198097223,0.026507910088939456,-0.3870131533716869,-0.019015851794799993,0.08525682308695326,0.3911089720094045,0.06341464682434807,0.1272015585452617,0.44767533254581054,-0.31807997298552215,0.12480692038983042,0.61813618393507,-0.27695351869419543,0.47741308931010107,-0.32205167391098954,0.31877490978896766,-0.31316954514044937,-0.38794830359878446,-0.3909953580577702,0.6486994798776025,0.5836353173121082,0.7582597500751308,0.4041226256077252,0.14644924634247433,0.45893601791630717,0.5224888080252739,0.8549694499648105,-0.3949367577602952,0.5386202973212119,0.4454332815542086,-0.38269672781947633,0.4081184666149133,0.20391195875545923,0.38575653533694043,-0.032869022409640014,0.1364555207807752,-0.3144665111557272,0.13696551349756375
IWM_Alpha_15,0.3563411669796115,0.20703978663523137,0.21109436833184414,0.20194939893377623,-0.014625978220483001,0.1762198991232678,0.15036760309884165,0.21109261349698083,0.17502415273036095,0.009996456239687349,0.2086983119965559,-0.4025538889281705,-0.27950212471534,0.13861025833341012,0.006805947704752541,-0.08886850807919948,0.06891277584548623,0.038673465382302506,0.0369569630080058,0.1132073407123824,0.13385991421794435,0.16741948755802719,-0.10074523592825094,-0.025671382667998496,-0.4283268455191095,-0.10823020652052362,0.12681328968219024,0.41299952628347797,0.2431599298136644,-0.3340444852197376,0.029361755537935467,0.14104707027338614,-0.307979703888136,-0.29593758802259895,0.08691871845422357,-0.3456663244410732,-0.2727610820389565,0.04769339646835201,0.15749107751158148,0.11262574891569478,-0.2827790771533523,0.39133650879811593,0.010929833670393133,0.08075980620099707,-0.28106329728095997,-0.2807501021081228,0.15462200091232073,0.12887192393187774,-0.35257023474859184,-0.11331115817093072,-0.08468297738293322,-0.3358320044010206,0.3208013183529355,0.07248332822792625,0.03588129606253875,0.12031910698855945,-0.428745815561028,0.08416243894585658,0.27883839722627973,-0.42811617397715046,0.39790675035461853,0.9005712198097223,1.0,0.025488113012237308,-0.4297401820829287,-0.024047703254288753,0.07841907782524665,0.42243090225603086,0.06650359677173963,0.1262875688307108,0.48269580924400307,-0.33854704630019206,0.1324021285522268,0.5744105558229463,-0.26218984218415403,0.4927155340118172,-0.33768477187849055,0.3309743412835003,-0.3232051022774516,-0.4150117121107148,-0.4156618499114866,0.7203197271110762,0.6153803472732212,0.8419760356587233,0.4129574887273514,0.15628130449631036,0.42992210590091406,0.5627435736927674,0.7699603119760312,-0.4140663625590773,0.4910539179236602,0.4278090344820642,-0.40952441444898807,0.38198894733641814,0.1804680302671938,0.42834635701215257,-0.02757198809512694,0.14756358289339808,-0.2960766207862892,0.13730483609747715
GLD_Alpha_12,0.025419128388522613,0.1372542678121918,0.12967499544697286,0.030012768316884517,0.23302456765073853,0.09205339755866021,0.1449907881156475,0.014718303921628876,0.1351244300359203,-0.022608569668292184,0.016631479067949966,-0.0660050013809968,-0.08633176809762656,-0.0013605120965998428,0.2672828968833966,-0.07083196223054639,0.002746682717159821,0.6438253230209173,0.5857522897843855,0.10483302946497033,0.06065789245132682,0.04878319607893801,-0.0549812407731674,0.20223401991553927,-0.03916784720306051,-0.04631909767520102,0.022909447490455367,0.029157483658749456,-0.002198422113633108,-0.05515430413853727,0.7706162086330394,0.14843386293131836,-0.011014533465178876,-0.03888435647179489,0.012352416191092766,-0.05578232547765673,0.00799413027805164,0.5414488022385857,0.049779095537743914,0.02050738426993809,-0.09075111771198187,0.026482845404468786,0.8665762108063847,0.05476614441550376,-0.09759131976311389,-0.10653643705740203,-0.023404368289280577,0.05764317022644496,-0.07531138522105782,-0.03400058245985254,-0.010584734009979935,-0.10589668729967984,0.019213495251383383,0.0163626569589461,0.7079607351337444,0.00955042872666059,-0.016044878725805255,0.04672161057103718,0.015911938401375853,-0.04086148261551281,-0.008222745251351596,0.026507910088939456,0.025488113012237308,1.0,-0.01921562755412638,-0.5118990173917825,0.020679014909771108,0.020207927005649957,0.4377526654072889,0.07867058918715301,0.01937929678439275,-0.03315291382173498,0.12620681316419297,-0.02341950380520664,-0.05070585140780861,0.013142653470416639,-0.0697482392567092,0.08782453227124123,-0.04201030098102302,-0.02828993086055273,-0.03687880576023208,0.02786105076069971,-0.011113092998818129,0.034809375798559486,0.04035558078538036,0.04852133976936568,-0.03156602482980724,-0.004270433949417265,0.010184645819515848,-0.018641736661936765,-0.05376745017138105,0.02352556728751237,-0.04944334040154699,-0.0032371471437872197,0.05806982429839833,0.011068552790499295,-0.7063603103926953,0.03526654066775253,-0.04082895053255683,0.032686561463124035
